product_name,brand,category,price,size,love_count,rating,reviews_count,category_1,category_2,category_3,size_oz,size_mL,size_g
Blu Mediterraneo MINIATURE Set,Acqua Di Parma,Fragrance/Value & Gift Sets/Perfume Gift Sets,63.0,5 x 0.16oz/5mL,2603,4.0,4,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Colonia,Acqua Di Parma,Fragrance/Men/Cologne,63.0,0.7 oz/ 20 mL,2537,4.3067,75,Fragrance,Men,Cologne,0.7,20,
Rosa Nobile,Acqua Di Parma,Fragrance/Women/Perfume,68.0,3.4 oz/ 101 mL,4582,4.5652,69,Fragrance,Women,Perfume,3.4,101,
Fico di Amalfi,Acqua Di Parma,Fragrance/Women/Perfume,64.0,5 oz/ 148 mL,2472,4.5714,70,Fragrance,Women,Perfume,5,148,
Mirto di Panarea,Acqua Di Parma,Fragrance/Women/Perfume,64.0,2.5 oz/ 74 mL,2624,4.6364,22,Fragrance,Women,Perfume,2.5,74,
Colonia Miniature Set,Acqua Di Parma,Fragrance/Value & Gift Sets/Perfume Gift Sets,69.0,5 x 0.16oz/5mL,781,3.5,2,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Colonia Pura,Acqua Di Parma,Fragrance/Women/Perfume,114.0,1.7 oz/ 50 mL,371,4.5,4,Fragrance,Women,Perfume,1.7,50,
Le Nobili Collection Set,Acqua Di Parma,Fragrance/Value & Gift Sets/Perfume Gift Sets,68.0,3 x 0.51 oz/ 15 mL,1366,4.1818,11,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Colonia Essenza,Acqua Di Parma,Fragrance/Men/Cologne,115.0,1.7 oz/ 50 mL,674,4.7692,13,Fragrance,Men,Cologne,1.7,50,
Oud Eau de Parfum,Acqua Di Parma,Fragrance/Value & Gift Sets/Perfume Gift Sets,275.0,3.4 oz/ 101 mL,739,4.2778,18,Fragrance,Value & Gift Sets,Perfume Gift Sets,3.4,101,
Blu Mediterraneo Arancia di Capri Gift Set,Acqua Di Parma,Fragrance/Value & Gift Sets/Perfume Gift Sets,113.0,na,188,0.0,0,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Mandorlo di Sicilia,Acqua Di Parma,Fragrance/Women/Perfume,64.0,2.5 oz/ 74 mL,2832,4.6364,44,Fragrance,Women,Perfume,2.5,74,
Mediterranean Honeysuckle,AERIN,Fragrance/Women/Perfume,30.0,1.7 oz/ 50 mL,7711,4.2135,89,Fragrance,Women,Perfume,1.7,50,
Amber Musk,AERIN,Fragrance/Women/Perfume,30.0,1.7 oz/ 50 mL,5207,4.3289,76,Fragrance,Women,Perfume,1.7,50,
Lilac Path,AERIN,Fragrance/Women/Perfume,130.0,1.7 oz/ 50 mL,3526,4.3509,57,Fragrance,Women,Perfume,1.7,50,
Rose De Grasse,AERIN,Fragrance/Women/Perfume,235.0,1.7 oz/ 50 mL,1447,4.8,10,Fragrance,Women,Perfume,1.7,50,
Ikat Jasmine,AERIN,Fragrance/Women/Perfume,130.0,3.4 oz/ 101 mL,4469,4.4902,51,Fragrance,Women,Perfume,3.4,101,
Hibiscus Palm,AERIN,Fragrance/Women/Perfume,30.0,1.7 oz/ 50 mL,4082,4.3684,38,Fragrance,Women,Perfume,1.7,50,
Radiant Floral Rollerball Set,AERIN,Fragrance/Value & Gift Sets/Perfume Gift Sets,50.0,na,239,5.0,1,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Rose Lip Conditioner,AERIN,Makeup/Lip/Lip Balm & Treatment,30.0,0.34 oz/ 10 mL,16006,4.3473,357,Makeup,Lip,Lip Balm & Treatment,0.34,10,
Mediterranean Honeysuckle Rollerball,AERIN,Fragrance/Women/Rollerballs & Travel Size,30.0,0.27 oz,5503,4.3871,31,Fragrance,Women,Rollerballs & Travel Size,0.27,,
Waterlily Sun,AERIN,Fragrance/Women/Perfume,130.0,1.7 oz / 50 mL,3693,4.3556,45,Fragrance,Women,Perfume,1.7,50,
Aegea Blossom Eau de Parfum,AERIN,Fragrance/Women/Perfume,30.0,1.7oz/50mL,942,4.3333,12,Fragrance,Women,Perfume,,,
Tangier Vanille,AERIN,Fragrance/Women/Perfume,130.0,1.7 oz/ 50 mL,1376,3.6364,33,Fragrance,Women,Perfume,1.7,50,
Rose Quartz Crystal Gemstone Eyeshadow Palette,Aether Beauty,Makeup/Eye/Eye Palettes,58.0,na,6759,4.7778,90,Makeup,Eye,Eye Palettes,,,
Amethyst Crystal Gemstone Eyeshadow Palette,Aether Beauty,Makeup/Eye/Eye Palettes,58.0,na,1453,4.9615,26,Makeup,Eye,Eye Palettes,,,
Solstice Eyeshadow Palette,Aether Beauty,Makeup/Eye/Eye Palettes,58.0,na,3767,4.9194,62,Makeup,Eye,Eye Palettes,,,
Crystal Grid Gemstone Eyeshadow Palette,Aether Beauty,Makeup/Eye/Eye Palettes,58.0,na,3125,4.9565,46,Makeup,Eye,Eye Palettes,,,
Secrets of Algae Kit,Algenist,Skincare/Value & Gift Sets,115.0,na,8424,4.5882,17,Skincare,Value & Gift Sets,no info,,,
GENIUS Liquid Collagen,Algenist,Skincare/Treatments/Face Serums,115.0,1 oz/ 30 mL,38514,3.9984,620,Skincare,Treatments,Face Serums,1,30,
GENIUS Sleeping Collagen,Algenist,Skincare/Moisturizers/Moisturizers,98.0,2 oz/ 60 mL,14524,4.5802,1153,Skincare,Moisturizers,Moisturizers,2,60,
Complete Eye Renewal Balm,Algenist,Skincare/Eye Care/Eye Creams & Treatments,68.0,0.5 oz/ 15 mL,26690,3.9534,859,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
GENIUS Ultimate Anti-Aging Cream,Algenist,Skincare/Moisturizers/Moisturizers,75.0,2 oz/ 60 mL,15649,4.2795,458,Skincare,Moisturizers,Moisturizers,2,60,
Plump & Pout Duo,Algenist,Skincare/Value & Gift Sets,40.0,na,4951,3.7273,11,Skincare,Value & Gift Sets,no info,,,
GENIUS Liquid Collagen Lip,Algenist,Skincare/Lip Treatments/Lip Balms & Treatments,35.0,0.34 oz/ 10 mL,30103,3.9412,442,Skincare,Lip Treatments,Lip Balms & Treatments,0.34,10,
GENIUS Collagen Calming Relief,Algenist,Skincare/Moisturizers/Moisturizers,58.0,1.35 oz/ 40 mL,853,4.8,15,Skincare,Moisturizers,Moisturizers,1.35,40,
Complete Eye Renewal Balm Duo,Algenist,Skincare/Value & Gift Sets,68.0,na,545,0.0,0,Skincare,Value & Gift Sets,no info,,,
Pure GENIUS Collection Kit,Algenist,Skincare/Value & Gift Sets,80.0,na,7787,3.84,50,Skincare,Value & Gift Sets,no info,,,
Overnight Restorative Cream,Algenist,Skincare/Moisturizers/Moisturizers,94.0,2 oz/ 60 mL,8665,4.4242,231,Skincare,Moisturizers,Moisturizers,2,60,
ELEVATE Firming & Lifting Neck Cream,Algenist,Skincare/Moisturizers/Decollete & Neck Creams,84.0,2 oz/ 60 mL,1070,4.0,2,Skincare,Moisturizers,Decollete & Neck Creams,2,60,
Liquid Gold Exfoliating Treatment,Alpha-H,Skincare/Treatments/Face Serums,20.0,3.38 oz/ 100 mL,5867,4.6296,629,Skincare,Treatments,Face Serums,3.38,100,
Vitamin B Serum,Alpha-H,Skincare/Treatments/Face Serums,70.0,0.85 oz/ 25 mL,1003,5.0,4,Skincare,Treatments,Face Serums,0.85,25,
Beauty Sleep Power Peel,Alpha-H,Skincare/Treatments/Facial Peels,129.0,1.69 oz/ 50 mL,1126,5.0,3,Skincare,Treatments,Facial Peels,1.69,50,
Micro Cleanse Super Scrub,Alpha-H,Skincare/Cleansers/Exfoliators,50.0,3.38 oz/ 100 mL,418,5.0,1,Skincare,Cleansers,Exfoliators,3.38,100,
Liquid Gold Mini,Alpha-H,Skincare/Mini Size,20.0,1 oz/ 30 mL,3675,3.7333,15,Skincare,Mini Size,no info,1,30,
Essential Hydration Cream,Alpha-H,Skincare/Moisturizers/Moisturizers,52.0,1.69 oz/ 50 mL,378,5.0,5,Skincare,Moisturizers,Moisturizers,1.69,50,
Liquid Gold Ultimate Perfecting Mask,Alpha-H,Skincare/Masks/Face Masks,75.0,1.69 oz/ 50 mL,572,4.3333,6,Skincare,Masks,Face Masks,1.69,50,
Liquid Gold Firming Eye Cream,Alpha-H,Skincare/Eye Care/Eye Creams & Treatments,99.0,0.51 oz/ 15 mL,534,3.7778,9,Skincare,Eye Care,Eye Creams & Treatments,0.51,15,
Vitamin A Serum,Alpha-H,Skincare/Treatments/Face Serums,70.0,0.85 oz/ 25 mL,807,5.0,3,Skincare,Treatments,Face Serums,0.85,25,
Triple Action Cleanser,Alpha-H,Skincare/Cleansers/Face Wash & Cleansers,44.0,6.25 oz/ 185 mL,342,4.6667,3,Skincare,Cleansers,Face Wash & Cleansers,6.25,185,
Balancing Cleanser,Alpha-H,Skincare/Cleansers/Face Wash & Cleansers,44.0,6.25 oz/ 185 mL,349,4.8,10,Skincare,Cleansers,Face Wash & Cleansers,6.25,185,
Instant Facial,Alpha-H,Skincare/Treatments/Face Serums,62.0,3.38 oz/ 100 mL,402,5.0,2,Skincare,Treatments,Face Serums,3.38,100,
CAVIAR Anti-Aging® Replenishing Moisture Shampoo,ALTERNA Haircare,Hair/Shampoo & Conditioner/Shampoo,10.0,16.5 oz/ 488 mL,25778,4.2637,732,Hair,Shampoo & Conditioner,Shampoo,6.5,488,
CAVIAR Anti-Aging® Replenishing Moisture Conditioner,ALTERNA Haircare,Hair/Shampoo & Conditioner/Conditioner,10.0,16.5 oz/ 488 mL,24434,4.3743,537,Hair,Shampoo & Conditioner,Conditioner,6.5,488,
Caviar Anti-Aging® Restructuring Bond Repair Duo,ALTERNA Haircare,Hair/Value & Gift Sets,57.0,na,903,4.0,8,Hair,Value & Gift Sets,no info,,,
CAVIAR Anti-Aging® Replenishing Moisture CC Cream,ALTERNA Haircare,Hair/Hair Styling & Treatments/Hair Styling Products,42.0,5.1 oz/ 150 mL,54465,4.0372,1584,Hair,Hair Styling & Treatments,Hair Styling Products,5.1,150,
CAVIAR Anti-Aging® Clinical Densifying Leave-In Root Treatment,ALTERNA Haircare,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,38.0,4.2 oz/ 125 mL,14677,3.8647,170,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,4.2,125,
CAVIAR Anti-Aging® Restructuring Bond Repair Conditioner,ALTERNA Haircare,Hair/Shampoo & Conditioner/Conditioner,34.0,8.5 oz/ 250 mL,1760,4.1798,89,Hair,Shampoo & Conditioner,Conditioner,8.5,250,
CAVIAR Anti-Aging® Clinical Densifying Shampoo,ALTERNA Haircare,Hair/Shampoo & Conditioner/Shampoo,34.0,8.5 oz/ 250 mL,6629,4.2657,143,Hair,Shampoo & Conditioner,Shampoo,8.5,250,
CAVIAR Anti-Aging® Restructuring Bond Repair Leave-In Heat Protection Spray,ALTERNA Haircare,Hair/Hair Styling & Treatments/Hair Styling Products,32.0,4.2 oz/ 125 mL,4731,4.2887,97,Hair,Hair Styling & Treatments,Hair Styling Products,4.2,125,
CAVIAR Anti-Aging® Multiplying Volume Styling Mist,ALTERNA Haircare,Hair/Hair Styling & Treatments/Hair Styling Products,30.0,4.8 oz/ 142 mL,13684,4.2822,365,Hair,Hair Styling & Treatments,Hair Styling Products,4.8,142,
CAVIAR Anti-Aging® Replenishing Moisture Priming Leave-In Conditioner,ALTERNA Haircare,Hair/Shampoo & Conditioner/Conditioner,32.0,5 oz/ 147 mL,1633,4.6304,184,Hair,Shampoo & Conditioner,Conditioner,5,147,
CAVIAR Anti-Aging® Restructuring Bond Repair Shampoo,ALTERNA Haircare,Hair/Shampoo & Conditioner/Shampoo,34.0,8.5 oz/ 250 mL,1862,4.1489,94,Hair,Shampoo & Conditioner,Shampoo,8.5,250,
CAVIAR Anti-Aging® Multiplying Volume Shampoo,ALTERNA Haircare,Hair/Shampoo & Conditioner/Shampoo,34.0,8.5 oz/ 251 mL,3575,4.0171,117,Hair,Shampoo & Conditioner,Shampoo,8.5,251,
Polished Perfection Mini Straightening Brush,amika,Hair/Hair Tools/Hair Straighteners & Flat Irons,28.0,na,5639,3.4146,41,Hair,Hair Tools,Hair Straighteners & Flat Irons,,,
High Tide Deep Waver,amika,Hair/Hair Styling & Treatments/Hair Thinning & Hair Loss,120.0,na,10462,4.3636,66,Hair,Hair Styling & Treatments,Hair Thinning & Hair Loss,,,
Perk Up Dry Shampoo,amika,Hair/Shampoo & Conditioner/Dry Shampoo,10.0,5.3 oz/ 153 g,37977,4.3522,1042,Hair,Shampoo & Conditioner,Dry Shampoo,5.3,,153
Bust Your Brass Cool Blonde Shampoo,amika,Hair/Shampoo & Conditioner/Shampoo,12.0,8 oz/ 236 mL,27801,4.3739,345,Hair,Shampoo & Conditioner,Shampoo,8,236,
Bust Your Brass Cool Blonde Conditioner,amika,Hair/Shampoo & Conditioner/Conditioner,12.0,8.45 oz/ 250 mL,19279,4.457,151,Hair,Shampoo & Conditioner,Conditioner,8.45,250,
Soulfood Nourishing Mask,amika,Hair/Hair Styling & Treatments/Hair Masks,12.0,8.5 oz/ 250 mL,44902,4.4509,1069,Hair,Hair Styling & Treatments,Hair Masks,8.5,250,
The CEO 360° Lightweight Powerhouse Hair Dryer,amika,Hair/Hair Tools/Hair Dryers,200.0,na,617,4.9286,14,Hair,Hair Tools,Hair Dryers,,,
Polished Perfection Straightening Brush 2.0,amika,Hair/Hair Tools/Hair Straighteners & Flat Irons,120.0,na,7896,4.1081,111,Hair,Hair Tools,Hair Straighteners & Flat Irons,,,
The Wizard Detangling Primer,amika,Hair/Hair Styling & Treatments/Hair Primers,25.0,4 oz/ 118 mL,18257,4.381,231,Hair,Hair Styling & Treatments,Hair Primers,4,118,
Blowout Babe Thermal Brush,amika,Hair/Hair Tools/Hair Straighteners & Flat Irons,100.0,na,13539,3.913,184,Hair,Hair Tools,Hair Straighteners & Flat Irons,,,
The Accomplice Hair Dryer,amika,Hair/Hair Tools/Hair Dryers,160.0,na,1504,3.5455,11,Hair,Hair Tools,Hair Dryers,,,
Reset Clarifying Gel Shampoo,amika,Hair/Shampoo & Conditioner/Shampoo,25.0,6.7 oz/ 200 mL,1454,5.0,7,Hair,Shampoo & Conditioner,Shampoo,6.7,200,
Color Control Cushion Compact Broad Spectrum SPF 50+,AMOREPACIFIC,Makeup/Face/BB & CC Cream,60.0,1.05 oz,29848,4.0468,1068,Makeup,Face,BB & CC Cream,1.05,,
Treatment Enzyme Peel Cleansing Powder,AMOREPACIFIC,Skincare/Treatments/Facial Peels,60.0,1.76 oz/ 50 g,53174,4.6356,1427,Skincare,Treatments,Facial Peels,1.76,,50
Every Day Essentials,AMOREPACIFIC,Skincare/Value & Gift Sets,65.0,na,1939,2.6667,6,Skincare,Value & Gift Sets,no info,,,
Vintage Single Extract Essence,AMOREPACIFIC,Skincare/Moisturizers/Mists & Essences,145.0,4.05 oz/ 120 mL,14200,4.4324,148,Skincare,Moisturizers,Mists & Essences,4.05,120,
TIME RESPONSE Eye Reserve Crème,AMOREPACIFIC,Skincare/Eye Care/Eye Creams & Treatments,260.0,0.5 oz/ 15 mL,2142,4.6154,13,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
MOISTURE BOUND Rejuvenating Crème,AMOREPACIFIC,Skincare/Moisturizers/Moisturizers,150.0,1.7 oz/ 50 mL,5403,4.0761,184,Skincare,Moisturizers,Moisturizers,1.7,50,
MOISTURE BOUND Rejuvenating Eye Treatment Gel,AMOREPACIFIC,Skincare/Eye Care/Eye Creams & Treatments,85.0,0.5 oz/ 15 mL,9544,4.2121,264,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
Treatment Cleansing Foam,AMOREPACIFIC,Skincare/Cleansers/Face Wash & Cleansers,50.0,4.1 oz/ 120 mL,13896,4.4667,435,Skincare,Cleansers,Face Wash & Cleansers,4.1,120,
MOISTURE BOUND Intensive Serum Masque,AMOREPACIFIC,Skincare/Masks/Sheet Masks,67.5,6 treatments,2911,3.5625,16,Skincare,Masks,Sheet Masks,,,
TIME RESPONSE Skin Reserve Crème,AMOREPACIFIC,Skincare/Moisturizers/Moisturizers,150.0,0.5 oz/ 15 mL,873,5.0,5,Skincare,Moisturizers,Moisturizers,0.5,15,
Intensive Vitalizing Eye Essence,AMOREPACIFIC,Skincare/Eye Care/Eye Creams & Treatments,95.0,0.5 oz/ 15 mL,6203,4.0253,79,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
Meet Your Everyday Besties,AMOREPACIFIC,Skincare/Value & Gift Sets,78.0,na,1781,5.0,1,Skincare,Value & Gift Sets,no info,,,
Brow Wiz,Anastasia Beverly Hills,Makeup/Eye/Eyebrow,23.0,0.003 oz/ 0.085 g,638003,4.4222,14535,Makeup,Eye,Eyebrow,0.003,,0.085
DIPBROW™ Pomade,Anastasia Beverly Hills,Makeup/Eye/Eyebrow,21.0,0.14 oz/ 4 g,491983,4.6792,10302,Makeup,Eye,Eyebrow,0.14,,4
Liquid Lipstick,Anastasia Beverly Hills,Makeup/Lip/Lipstick,20.0,0.11 oz / 3.2 g,545325,3.8439,3978,Makeup,Lip,Lipstick,0.11,,3.2
Brow Definer,Anastasia Beverly Hills,Makeup/Eye/Eyebrow,23.0,0.007 oz/ 0.2 g,176466,4.0086,3383,Makeup,Eye,Eyebrow,0.007,,0.2
Soft Glam Eyeshadow Palette,Anastasia Beverly Hills,Makeup/Eye/Eye Palettes,42.0,na,259048,4.7311,2514,Makeup,Eye,Eye Palettes,,,
Mini Loose Highlighter set,Anastasia Beverly Hills,Makeup/Face/Face Sets,30.0,na,7228,5.0,1,Makeup,Face,Face Sets,,,
Best Brows Ever Kit,Anastasia Beverly Hills,Makeup/Eye/Eye Sets,30.0, - for blonde hair with cool/ash undertone,31835,4.5484,31,Makeup,Eye,Eye Sets,,,
Clear Brow Gel,Anastasia Beverly Hills,Makeup/Eye/Eyebrow,22.0,0.26 oz/ 7.85 ml,155967,4.4797,3646,Makeup,Eye,Eyebrow,0.26,,
Undressed Lip Set,Anastasia Beverly Hills,Makeup/Lip/Lip Sets,40.0,na,15055,3.4606,419,Makeup,Lip,Lip Sets,,,
Norvina Pro Pigment Palette Vol. 3,Anastasia Beverly Hills,Makeup/Eye/Eye Palettes,60.0,na,22328,4.6267,75,Makeup,Eye,Eye Palettes,,,
Jackie Aina Eyeshadow Palette,Anastasia Beverly Hills,Makeup/Eye/Eye Palettes,45.0,na,38020,4.8092,608,Makeup,Eye,Eye Palettes,,,
Stick Foundation,Anastasia Beverly Hills,Makeup/Face/Foundation,25.0,0.32 oz/ 9.1 g,97908,3.428,1860,Makeup,Face,Foundation,0.32,,9.1
Invigorating Rush Hair + Body Wash,Anthony,Men/Other Needs/Body Products,55.0,32 oz/ 946 mL,2016,4.5581,43,Men,Other Needs,Body Products,32,946,
Ingrown Hair Treatment,Anthony,Men/Shaving/Shaving,32.0,2.5 oz/ 74 mL,7102,4.209,134,Men,Shaving,Shaving,2.5,74,
Facial Scrub,Anthony,Men/Skincare/Face Wash,36.0,8 oz/ 237 mL,2238,4.5352,71,Men,Skincare,Face Wash,8,237,
Glycolic Exfoliating & Resurfacing Wipes,Anthony,Men/Skincare/Moisturizer & Treatments,18.0,30 wipes,5607,4.5231,65,Men,Skincare,Moisturizer & Treatments,,,
Astringent Toner Pads,Anthony,Men/Skincare/Moisturizer & Treatments,26.0,60 Pads,3412,4.6574,108,Men,Skincare,Moisturizer & Treatments,,,
Glycolic Facial Cleanser,Anthony,Men/Skincare/Face Wash,28.0,8 oz/ 237 mL,4390,4.3856,223,Men,Skincare,Face Wash,8,237,
High Performance Continuous Moisture Eye Cream,Anthony,Men/Skincare/Eye Cream,38.0,0.75 oz/ 22 mL,2894,4.1944,36,Men,Skincare,Eye Cream,0.75,22,
After Shave Balm,Anthony,Men/Shaving/Aftershave,22.0,2.5 oz/ 75 mL,1754,4.7606,71,Men,Shaving,Aftershave,2.5,75,
Shave Cream,Anthony,Men/Shaving/Shaving,18.5,6 oz/ 177 mL,1772,4.7474,194,Men,Shaving,Shaving,6,177,
Oil Free Facial Lotion,Anthony,Men/Skincare/Moisturizer & Treatments,30.0,2.5 oz,1011,4.381,42,Men,Skincare,Moisturizer & Treatments,2.5,,
High Performance Vitamin C Facial Serum,Anthony,Men/Skincare/Moisturizer & Treatments,46.0,1 oz/ 30 mL,2983,4.4211,38,Men,Skincare,Moisturizer & Treatments,1,30,
Day Cream Broad Spectrum Sunscreen SPF 30,Anthony,Men/Skincare/Sunscreen,34.0,3 oz,596,3.7143,7,Men,Skincare,Sunscreen,3,,
Skin Esteem Organic Liquid Foundation,Antonym,Makeup/Face/Foundation,52.0,1.06 oz/ 30 mL,2180,3.375,24,Makeup,Face,Foundation,1.06,30,
Certified Organic Baked Blush,Antonym,Makeup/Cheek/Blush,36.0,0.28 oz/ 8 g,8986,4.2045,44,Makeup,Cheek,Blush,0.28,,8
Organic Certified Highlighting Blush,Antonym,Makeup/Cheek/Blush,42.0,0.28 oz/ 8 g,3203,4.0,13,Makeup,Cheek,Blush,0.28,,8
Certified Natural Waterproof Eye Pencil,Antonym,Makeup/Eye/Eyeliner,19.0,0.04 oz/ 1.4 g,1567,3.3846,13,Makeup,Eye,Eyeliner,0.04,,1.4
Certified Organic Eyeshadow Quattro,Antonym,Makeup/Eye/Eye Palettes,39.0,0.21 oz/ 6 g,5698,4.25,8,Makeup,Eye,Eye Palettes,0.21,,6
Certified Organic Highlighter,Antonym,Makeup/Face/Highlighter,42.0,0.28 oz/ 8 g,3744,3.6316,19,Makeup,Face,Highlighter,0.28,,8
Lisse Luxe Hair Turban,Aquis,Hair/Hair Tools/Hair Accessories,30.0,Desert Rose,26560,4.2451,257,Hair,Hair Tools,Hair Accessories,,,
Lisse Luxe Hair Towel,Aquis,Hair/Hair Tools/Hair Accessories,30.0,19 x 42 in/ 50 x 107 cm,9367,4.6101,954,Hair,Hair Tools,Hair Accessories,,,
Waffle Luxe Hair Turban,Aquis,Hair/Hair Tools/Hair Accessories,40.0,Blush,14600,4.3643,140,Hair,Hair Tools,Hair Accessories,,,
Lisse Luxe Long Hair Towel,Aquis,Hair/Hair Tools/Hair Accessories,35.0,19 x 52 in / 50 x 132 cm,13716,4.4533,150,Hair,Hair Tools,Hair Accessories,,,
03 Prime Rapid-Dry Hair Turban,Aquis,Hair/Hair Tools/Hair Accessories,30.0,na,3832,4.5185,27,Hair,Hair Tools,Hair Accessories,,,
Waffle Luxe Long Hair Towel,Aquis,Hair/Hair Tools/Hair Accessories,45.0,19 x 52 in / 50 x 132 cm,6308,4.48,75,Hair,Hair Tools,Hair Accessories,,,
Prime Starter Kit,Aquis,Hair/Value & Gift Sets,49.0,na,2185,4.1713,537,Hair,Value & Gift Sets,no info,,,
01 Prime Water Defense PreWash,Aquis,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,29.0,12 oz/ 354 mL,2250,4.4767,386,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,12,354,
Restorative Leave-In Conditioner,Aquis,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,26.0,8 oz/ 236 mL,1286,4.3571,14,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,8,236,
02 Prime Rebalancing Hair Wash,Aquis,Hair/Shampoo & Conditioner/Shampoo,26.0,8 oz/ 236 mL,976,4.0,13,Hair,Shampoo & Conditioner,Shampoo,8,236,
Lip Maestro Liquid Lipstick,Armani Beauty,Makeup/Lip/Liquid Lipstick,38.0,0.22 oz/ 6.6 mL,166861,4.3333,1125,Makeup,Lip,Liquid Lipstick,0.22,6.6,
Luminous Silk Foundation,Armani Beauty,Makeup/Face/Foundation,64.0,1 oz/ 30 mL,322158,4.2831,3063,Makeup,Face,Foundation,1,30,
Power Fabric Longwear High Cover Foundation SPF 25,Armani Beauty,Makeup/Face/Foundation,64.0,1 oz/ 30 mL,62408,4.0877,741,Makeup,Face,Foundation,1,30,
Luminous Silk Foundation Mini,Armani Beauty,Mini Size/Makeup,42.0,0.6 oz,3334,4.2308,130,Mini Size,Makeup,no info,0.6,,
Acqua Di Gio Pour Homme,Armani Beauty,Fragrance/Men/Cologne,70.0,3.4 oz/ 100 mL,16592,4.8155,683,Fragrance,Men,Cologne,3.4,100,
Acqua di Gioia,Armani Beauty,Fragrance/Women/Perfume,26.0,1.7 oz/ 50 mL,29147,4.6692,916,Fragrance,Women,Perfume,1.7,50,
Sì Eau de Parfum,Armani Beauty,Fragrance/Women/Perfume,28.0,1.7 oz/ 50 mL,23110,4.6379,359,Fragrance,Women,Perfume,1.7,50,
Sì Passione Eau de Parfum,Armani Beauty,Fragrance/Women/Perfume,72.0,1.7 oz/ 50 mL,8801,4.1837,98,Fragrance,Women,Perfume,1.7,50,
Si Passione Gift Set,Armani Beauty,Fragrance/Value & Gift Sets/Perfume Gift Sets,128.0,na,634,4.3333,3,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Power Fabric Concealer,Armani Beauty,Makeup/Face/Concealer,34.0,0.2 oz/ 6 mL,18756,4.5274,766,Makeup,Face,Concealer,0.2,6,
Armani Code Pour Femme,Armani Beauty,Fragrance/Women/Perfume,48.0,1.7 oz/ 50 mL,13308,4.6211,607,Fragrance,Women,Perfume,1.7,50,
Luminous Silk Compact Powder Foundation,Armani Beauty,Makeup/Face/Foundation,62.0,0.31 oz/ 9 g,28715,4.2905,179,Makeup,Face,Foundation,0.31,,9
Shaving Cream - Lavender,The Art of Shaving,Men/Shaving/Shaving,25.0,5 oz,1033,4.7407,54,Men,Shaving,Shaving,5,,
After-Shave Balm - Unscented,The Art of Shaving,Men/Shaving/Aftershave,40.0,3.4 oz,711,4.6842,19,Men,Shaving,Aftershave,3.4,,
After-Shave Balm - Lavender,The Art of Shaving,Men/Shaving/Aftershave,40.0,3.4 oz,410,4.6667,12,Men,Shaving,Aftershave,3.4,,
Pre-Shave Oil - Unscented,The Art of Shaving,Men/Shaving/Shaving,25.0,2 oz,1136,4.7937,63,Men,Shaving,Shaving,2,,
Pre-Shave Oil - Sandalwood,The Art of Shaving,Men/Shaving/Shaving,25.0,2 oz,744,4.6667,30,Men,Shaving,Shaving,2,,
Pre-Shave Oil - Lavender,The Art of Shaving,Men/Shaving/Shaving,25.0,2 oz,567,4.7097,31,Men,Shaving,Shaving,2,,
After-Shave Balm - Sandalwood,The Art of Shaving,Men/Shaving/Aftershave,40.0,3.4 oz,717,4.4848,33,Men,Shaving,Aftershave,3.4,,
The 4 Elements of the Perfect Shave™ - Sandalwood,The Art of Shaving,Men/Value & Gift Sets/Skincare Sets,95.0,na,1992,4.8421,38,Men,Value & Gift Sets,Skincare Sets,,,
Shaving Cream - Sandalwood,The Art of Shaving,Men/Shaving/Shaving,25.0,5 oz,1440,4.7111,90,Men,Shaving,Shaving,5,,
Beard Conditioner - Peppermint Essential Oil,The Art of Shaving,Men/Shaving/Shaving,15.0,4 oz/ 120 mL,534,5.0,1,Men,Shaving,Shaving,4,120,
Beard Wash - Peppermint Essential Oil,The Art of Shaving,Men/Shaving/Shaving,15.0,4 oz/ 120 mL,561,5.0,4,Men,Shaving,Shaving,4,120,
Lexington Collection™ Shaving Stand,The Art of Shaving,Men/Shaving/Shaving,100.0,na,255,5.0,1,Men,Shaving,Shaving,,,
Elite Mirror Ten Brush Set,Artis,Makeup/Brushes & Applicators/Brush Sets,370.0,na,5826,4.0833,12,Makeup,Brushes & Applicators,Brush Sets,,,
Rose Gold 3-Piece Set,Artis,Makeup/Brushes & Applicators/Brush Sets,135.0,na,1267,4.5,6,Makeup,Brushes & Applicators,Brush Sets,,,
Elite Mirror Oval 7 Brush,Artis,Makeup/Brushes & Applicators/Face Brushes,65.0,na,8912,4.0795,88,Makeup,Brushes & Applicators,Face Brushes,,,
