product_name,brand,category,price,size,love_count,rating,reviews_count,category_1,category_2,category_3,size_oz,size_mL,size_g
Luxury Eyeshadow Palette,Charlotte Tilbury,Makeup/Eye/Eye Palettes,53.0,0.18 oz/ 5.1 g,124345,3.7925,265,Makeup,Eye,Eye Palettes,0.18,,5.1
Airbrush Flawless Finish Setting Powder,Charlotte Tilbury,Makeup/Face/Setting Spray & Powder,45.0,0.28 oz,103629,4.2593,810,Makeup,Face,Setting Spray & Powder,0.28,,
Matte Revolution Lipstick,Charlotte Tilbury,Makeup/Lip/Lipstick,34.0,0.12 oz,128898,4.2388,691,Makeup,Lip,Lipstick,0.12,,
Palette of Pops Luxury Eyeshadow Palette,Charlotte Tilbury,Makeup/Eye/Eye Palettes,53.0," - shimmers in nude pink, champagne, rose gold and copper-bronze shades",17149,3.4138,58,Makeup,Eye,Eye Palettes,,,
Airbrush Flawless Longwear Foundation,Charlotte Tilbury,Makeup/Face/Foundation,44.0, - for medium skin with neutral undertones,43159,3.8999,829,Makeup,Face,Foundation,,,
Magic Cream Moisturizer,Charlotte Tilbury,Skincare/Moisturizers/Moisturizers,29.0,1 oz/ 30 mL,23892,4.2556,630,Skincare,Moisturizers,Moisturizers,1,30,
Lip Cheat Lip Liner,Charlotte Tilbury,Makeup/Lip/Lip Liner,22.0,.04 oz,88289,4.2763,304,Makeup,Lip,Lip Liner,.04,,
Hollywood Flawless Filter,Charlotte Tilbury,Makeup/Face/Highlighter,44.0,1.0 oz/ 30 mL,64365,4.4977,432,Makeup,Face,Highlighter,1.0,30,
Superstar Lips Lipstick,Charlotte Tilbury,Makeup/Lip/Lipstick,34.0, - nude pink,19902,3.9457,92,Makeup,Lip,Lipstick,,,
Filmstar Bronze & Glow Contour Duo,Charlotte Tilbury,Makeup/Face/Contour,68.0,0.56 oz ,36975,4.5241,145,Makeup,Face,Contour,0.56,,
Cheek To Chic Blush,Charlotte Tilbury,Makeup/Cheek/Blush,40.0,Pillow Talk,49159,4.2169,189,Makeup,Cheek,Blush,,,
Chloé Eau de Parfum,Chloé,Fragrance/Women/Perfume,32.0,2.5 oz/ 75 mL,85449,4.5898,1753,Fragrance,Women,Perfume,2.5,75,
Nomade Eau de Parfum,Chloé,Fragrance/Women/Perfume,32.0,2.5 oz/ 75 mL,13536,4.0462,238,Fragrance,Women,Perfume,2.5,75,
Roses De Chloé,Chloé,Fragrance/Women/Perfume,30.0,2.5 oz/ 75 mL,27690,4.5086,464,Fragrance,Women,Perfume,2.5,75,
Love Story,Chloé,Fragrance/Women/Perfume,32.0,2.5 oz/ 75 mL,12712,4.4427,192,Fragrance,Women,Perfume,2.5,75,
Chloé Eau de Parfum & Nomade Eau de Parfum Mini Set,Chloé,Fragrance/Value & Gift Sets/Perfume Gift Sets,29.0,na,3062,2.8333,6,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Chloé Eau de Parfum Gift Set,Chloé,Fragrance/Value & Gift Sets/Perfume Gift Sets,115.0,na,782,0.0,0,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Chloé Rollerball,Chloé,Fragrance/Women/Rollerballs & Travel Size,32.0,.33oz /10ml,0,4.5909,44,Fragrance,Women,Rollerballs & Travel Size,,,
Chloe L'Eau,Chloé,Fragrance/Women/Perfume,68.0,3.4 oz/ 100 mL,1053,4.0949,316,Fragrance,Women,Perfume,3.4,100,
Nomade Eau de Parfum Travel Spray,Chloé,Fragrance/Women/Rollerballs & Travel Size,32.0,0.33 oz/ 10 mL,7722,4.7763,76,Fragrance,Women,Rollerballs & Travel Size,0.33,10,
Fleur de Parfum,Chloé,Fragrance/Women/Perfume,30.0,2.5 oz/ 74 mL,6352,4.1803,61,Fragrance,Women,Perfume,2.5,74,
Roses De Chloé Rollerball,Chloé,Fragrance/Women/Rollerballs & Travel Size,30.0,0.33 oz/ 9.8 mL,10110,4.593,86,Fragrance,Women,Rollerballs & Travel Size,0.33,9.8,
Chloe Nomade Eau de Toilette,Chloé,Fragrance/Women/Perfume,68.0,1.7oz/50mL,742,4.1707,82,Fragrance,Women,Perfume,,,
Velvet Matte Lip Colour,Christian Louboutin,Makeup/Lip/Lipstick,90.0,0.134 oz,39666,4.3191,94,Makeup,Lip,Lipstick,0.134,,
Silky Satin Lip Colour ,Christian Louboutin,Makeup/Lip/Lipstick,90.0,0.13 oz/ 3.7 g,33130,4.2785,79,Makeup,Lip,Lipstick,0.13,,3.7
Sheer Voile Lip Colour,Christian Louboutin,Makeup/Lip/Lipstick,90.0,0.123 oz,11705,4.32,25,Makeup,Lip,Lipstick,0.123,,
Loubilaque Lip Lacquer,Christian Louboutin,Makeup/Lip/Lip Gloss,85.0,Bengali,15271,3.561,41,Makeup,Lip,Lip Gloss,,,
Lash Amplifying Lacquer,Christian Louboutin,Makeup/Eye/Mascara,70.0,0.23 oz/ 7 mL,3701,4.3043,23,Makeup,Eye,Mascara,0.23,7,
Loubilaque Lip Gloss,Christian Louboutin,Makeup/Lip/Lip Gloss,85.0, - hologram pink,5347,4.3333,12,Makeup,Lip,Lip Gloss,,,
Rouge Louboutin,Christian Louboutin,Makeup/Nail,50.0,0.4 oz,10794,4.1875,144,Makeup,Nail,no info,0.4,,
"Loubibelle, Lip Beauty Oil",Christian Louboutin,Makeup/Lip/Lip Gloss,70.0, - red,2637,4.0,8,Makeup,Lip,Lip Gloss,,,
Tape A l'Oeil- Metallic Eye Colour,Christian Louboutin,Makeup/Eye/Eyeshadow,50.0,0.23 oz/ 7 mL,1826,3.4286,7,Makeup,Eye,Eyeshadow,0.23,7,
Tape A l'Oeil- Matte Nude Eye Colour,Christian Louboutin,Makeup/Eye/Eyeshadow,50.0,0.23 oz/ 7 mL,3091,4.4286,7,Makeup,Eye,Eyeshadow,0.23,7,
Luminous Ink Liner,Christian Louboutin,Makeup/Eye/Eyeliner,75.0,0.135 oz/ 4 mL,3725,4.1667,18,Makeup,Eye,Eyeliner,0.135,4,
Velvet Eye Definer,Christian Louboutin,Makeup/Eye/Eyeliner,40.0,0.056 oz/ 1.6 g,2191,3.5556,9,Makeup,Eye,Eyeliner,0.056,,1.6
Purifying Scalp Scrub with Sea Salt,Christophe Robin,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,19.0,8.33 oz/ 246 mL,41563,4.3459,954,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,8.33,246,
Perfect Hair Duo,Christophe Robin,Hair/Value & Gift Sets,23.0,na,3335,3.8889,9,Hair,Value & Gift Sets,no info,,,
Purifying Scalp Scrub with Sea Salt Mini,Christophe Robin,Mini Size/Hair,19.0,2.7 oz/ 75 mL,23692,4.267,206,Mini Size,Hair,no info,2.7,75,
Shade Variation Mask - Baby Blonde,Christophe Robin,Hair/Hair Styling & Treatments/Hair Masks,53.0,8.33 oz/ 246 mL,16269,4.3182,154,Hair,Hair Styling & Treatments,Hair Masks,8.33,246,
Volume Shampoo Paste with Rassoul Clay and Rose Extracts,Christophe Robin,Hair/Hair Styling & Treatments/Scalp & Hair Treatments,19.0,8.33 oz/ 250 mL,18171,3.7578,322,Hair,Hair Styling & Treatments,Scalp & Hair Treatments,8.33,250,
Boar Bristle Detangling Paddle Hairbrush,Christophe Robin,Hair/Hair Tools/Hair Brushes & Combs,85.0,Full Size,8809,4.05,40,Hair,Hair Tools,Hair Brushes & Combs,,,
Regenerating Mask with Prickly Pear Seed Oil,Christophe Robin,Hair/Hair Styling & Treatments/Hair Masks,71.0,8.33 oz/ 246 mL,11454,3.719,427,Hair,Hair Styling & Treatments,Hair Masks,8.33,246,
Purifying Shampoo for Oily or Flaky Scalp,Christophe Robin,Hair/Shampoo & Conditioner/Shampoo,38.0,8.33 oz/ 250 mL,7925,4.0222,90,Hair,Shampoo & Conditioner,Shampoo,8.33,250,
Shade Variation Mask - Baby Blonde Mini,Christophe Robin,Mini Size/Hair,18.0,2.53 oz/ 75 mL,0,4.5,4,Mini Size,Hair,no info,2.53,75,
Shade Variation Mask - Ash Brown,Christophe Robin,Hair/Best For/Color Care,18.0,8.33 oz/ 246 mL,4241,3.8095,63,Hair,Best For,Color Care,8.33,246,
Volume Shampoo Paste with Rassoul Clay and Rose Extracts Mini,Christophe Robin,Mini Size/Hair,19.0,2.7 oz/ 75 mL,0,3.9231,13,Mini Size,Hair,no info,2.7,75,
Rose Volume Travel Kit,Christophe Robin,Hair/Value & Gift Sets,45.0,na,3649,3.7778,18,Hair,Value & Gift Sets,no info,,,
Glitter Flip,Ciaté London,Makeup/Lip/Lipstick,9.5,0.10 oz/ 2.98 g,87504,3.9576,897,Makeup,Lip,Lipstick,0.10,,2.98
Jessica Rabbit Compact Mirror,Ciaté London,Tools & Brushes/Accessories/Mirrors & Sharpeners,17.5,na,1772,3.5,4,Tools & Brushes,Accessories,Mirrors & Sharpeners,,,
Jessica Rabbit Multi - Glow Face & Body Highlighter,Ciaté London,Makeup/Face/Highlighter,25.0,0.60 oz/ 17 g,2856,3.75,12,Makeup,Face,Highlighter,0.60,,17
Glitter Storm Eyeshadow Palette,Ciaté London,Makeup/Eye/Eye Palettes,30.0,na,24597,4.4091,198,Makeup,Eye,Eye Palettes,,,
Jessica Rabbit Eyeshadow Palette,Ciaté London,Makeup/Eye/Eye Palettes,27.0,9 x 0.04 oz/ 1.2 g,3859,3.0,46,Makeup,Eye,Eye Palettes,,,
Mini Mani Month Advent Calendar,Ciaté London,Makeup/Value & Gift Sets,60.0,na,3467,4.5,6,Makeup,Value & Gift Sets,no info,,,
Glow-To Illuminating Blush,Ciaté London,Makeup/Cheek/Blush,26.0,0.141 oz/ 4 g,27419,4.3398,103,Makeup,Cheek,Blush,0.141,,4
Glitter Storm Lipstick,Ciaté London,Makeup/Lip/Lipstick,22.0,0.12 oz/ 3.5 g,9460,4.5652,23,Makeup,Lip,Lipstick,0.12,,3.5
Dewy Stix - Luminous Highlighting Balm,Ciaté London,Makeup/Face/Highlighter,26.0,0.17 oz/ 5 g,24433,3.8755,546,Makeup,Face,Highlighter,0.17,,5
Watermelon Burst Hydrating Primer,Ciaté London,Makeup/Face/Face Primer,28.0,1.35 oz/ 40 mL,5634,4.5,74,Makeup,Face,Face Primer,1.35,40,
Jessica Rabbit Glitter Storm Lipstick,Ciaté London,Makeup/Lip/Lipstick,22.0,0.12 oz/ 3.5 g,3449,4.6364,11,Makeup,Lip,Lipstick,0.12,,3.5
Watermelon Burst Hydrating Face Primer & Lip Oil,Ciaté London,Makeup/Face/Face Sets,15.0,na,8883,3.8077,26,Makeup,Face,Face Sets,,,
Makeup Brush Cleaner,Cinema Secrets,Makeup/Brushes & Applicators/Brush Cleaners,24.0,32 oz/ 946 mL,59827,4.3362,919,Makeup,Brushes & Applicators,Brush Cleaners,32,946,
Makeup Brush Cleaner Pro Starter Kit,Cinema Secrets,Makeup/Brushes & Applicators/Brush Cleaners,25.0,8 oz/ 237 mL,39138,4.3275,568,Makeup,Brushes & Applicators,Brush Cleaners,8,237,
Makeup Brush Cleaner Travel Set,Cinema Secrets,Makeup/Brushes & Applicators/Brush Cleaners,10.0,na,26497,4.2589,367,Makeup,Brushes & Applicators,Brush Cleaners,,,
Makeup Brush Cleaner Mini,Cinema Secrets,Mini Size/Makeup,10.0,2 oz/ 60 mL,9782,4.3,60,Mini Size,Makeup,no info,2,60,
Ultralucent Setting Powder,Cinema Secrets,Makeup/Face/Setting Spray & Powder,22.0,0.67 oz,13604,4.2143,168,Makeup,Face,Setting Spray & Powder,0.67,,
Break It Down Waterproof Makeup Remover,Cinema Secrets,Skincare/Cleansers/Makeup Removers,20.0,4.2 oz/ 124 mL,2111,4.3333,18,Skincare,Cleansers,Makeup Removers,4.2,124,
Makeup Sanitizing Spray,Cinema Secrets,Makeup/Brushes & Applicators/Brush Cleaners,18.0,6 oz/ 177 mL,313,0.0,0,Makeup,Brushes & Applicators,Brush Cleaners,6,177,
Cleansing Tin,Cinema Secrets,Makeup/Brushes & Applicators/Brush Cleaners,6.0,na,5934,3.5806,31,Makeup,Brushes & Applicators,Brush Cleaners,,,
Super Sealer Mattifying Setting Spray,Cinema Secrets,Makeup/Face/Face Primer,24.0,3.4 oz/ 101 mL,6844,3.4776,67,Makeup,Face,Face Primer,3.4,101,
Double Serum Complete Age Control Concentrate,Clarins,Skincare/Treatments/Face Serums,89.0,1 oz/ 30 mL,23865,4.1146,419,Skincare,Treatments,Face Serums,1,30,
V-Facial Intensive Wrap,Clarins,Skincare/Masks/Face Masks,60.0,2.5 oz/ 74 mL,3728,4.9231,13,Skincare,Masks,Face Masks,2.5,74,
Extra-Firming Wrinkle Control Firming Day Cream SPF 15,Clarins,Skincare/Moisturizers/Moisturizers,87.0,1.7 oz/ 50 mL,2498,5.0,7,Skincare,Moisturizers,Moisturizers,1.7,50,
Tonic Body Treatment Oil,Clarins,Bath & Body/Body Care/Cellulite & Stretch Marks,65.0,3.4 oz/ 100 mL,16067,4.3682,220,Bath & Body,Body Care,Cellulite & Stretch Marks,3.4,100,
Super Restorative Total Eye Concentrate,Clarins,Skincare/Eye Care/Eye Creams & Treatments,85.0,0.5 oz/ 15 mL,8997,4.2178,202,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
Gentle Foaming Cleanser with Cottonseed,Clarins,Skincare/Cleansers/Face Wash & Cleansers,26.0,4.4 oz/ 130 mL,11531,4.4731,501,Skincare,Cleansers,Face Wash & Cleansers,4.4,130,
Sunscreen Multi-Protection Broad Spectrum SPF 50,Clarins,Skincare/Sun Care/Body Sunscreen,43.0,1.7 oz,6559,3.8302,106,Skincare,Sun Care,Body Sunscreen,1.7,,
Lip Comfort Oil,Clarins,Skincare/Lip Treatments/Lip Balms & Treatments,26.0,0.1 oz/ 7 mL,49670,4.2338,385,Skincare,Lip Treatments,Lip Balms & Treatments,0.1,7,
Body Fit Anti-Cellulite Contouring Expert,Clarins,Bath & Body/Body Care/Cellulite & Stretch Marks,70.0,6.9 oz/ 200 mL,9433,4.1935,31,Bath & Body,Body Care,Cellulite & Stretch Marks,6.9,200,
Multi-Active Night Cream - Normal to Combination Skin,Clarins,Skincare/Moisturizers/Night Creams,58.0,1.6 oz/ 47 mL,5509,4.2245,49,Skincare,Moisturizers,Night Creams,1.6,47,
One-Step Gentle Exfoliating Cleanser with Orange Extract,Clarins,Skincare/Cleansers/Face Wash & Cleansers,38.0,4.3 oz/ 127 mL,15529,4.6589,472,Skincare,Cleansers,Face Wash & Cleansers,4.3,127,
Radiance-Plus Golden Glow Booster,Clarins,Skincare/Self Tanners/For Face,32.0,0.5 oz/ 15 mL,11537,4.0871,333,Skincare,Self Tanners,For Face,0.5,15,
Replacement Facial Brush Head,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,32.0,1 refill,64287,4.5808,1083,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Mia Prima Facial Cleansing & Pore Minimizing Skincare Device,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,99.0,White,12109,3.616,125,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Replacement Brush Head Twin-Pack,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,44.0,2 refills,62191,4.688,782,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Mia Smart Anti-Aging and Cleansing Skincare Device,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,169.0,White,15294,4.2199,291,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Mia Men Facial Cleansing Skincare Device with Charcoal Brush Head,Clarisonic Skincare,Men/Other Needs/Cleansing Brushes,99.0,na,869,5.0,1,Men,Other Needs,Cleansing Brushes,,,
Daily Radiance Cleansing Brush Head,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,29.0,Single,0,3.2,25,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Deep Pore Facial Cleansing Brush Head Twin Pack,Clarisonic Skincare,Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,44.0,2 refills,0,5.0,2,Tools & Brushes,High Tech Tools,Facial Cleansing Brushes,,,
Sensitive Skin Cleansing Brush Head,Clarisonic Skincare,Skincare/High Tech Tools/Facial Cleansing Brushes,29.0,Single,0,4.0,4,Skincare,High Tech Tools,Facial Cleansing Brushes,,,
Acne Facial Cleansing Brush Head,Clarisonic Skincare,Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,27.0,1 refill,0,5.0,4,Tools & Brushes,High Tech Tools,Facial Cleansing Brushes,,,
Deep Pore Facial Cleansing Brush Head,Clarisonic Skincare,Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,27.0,1 refill,0,4.5,4,Tools & Brushes,High Tech Tools,Facial Cleansing Brushes,,,
Cashmere Cleanse Facial Cleansing Brush Head,Clarisonic Skincare,Tools & Brushes/High Tech Tools/Facial Cleansing Brushes,30.0,Luxe Facial Brush Head - Cashmere Cleanse,0,4.6667,6,Tools & Brushes,High Tech Tools,Facial Cleansing Brushes,,,
Firming Massage Head,Clarisonic Skincare,Skincare/High Tech Tools/Anti-Aging,59.0,na,8128,3.1591,44,Skincare,High Tech Tools,Anti-Aging,,,
Reserve - Acqua Neroli,CLEAN RESERVE,Fragrance/Women/Perfume,98.0,3.4 oz/ 100 mL,4919,4.2692,130,Fragrance,Women,Perfume,3.4,100,
Reserve - Skin,CLEAN RESERVE,Fragrance/Women/Perfume,28.0,3.4 oz/ 101 mL,4883,4.6632,95,Fragrance,Women,Perfume,3.4,101,
Reserve - Rain,CLEAN RESERVE,Fragrance/Women/Perfume,28.0,3.4 oz/ 100 mL,5079,4.2469,81,Fragrance,Women,Perfume,3.4,100,
Classic - Warm Cotton,CLEAN RESERVE,Fragrance/Women/Perfume,24.0,2oz/60mL,9830,4.081,531,Fragrance,Women,Perfume,,,
Reserve - Giving Back Gift Set,CLEAN RESERVE,Fragrance/Value & Gift Sets/Perfume Gift Sets,48.0,na,1179,3.0,1,Fragrance,Value & Gift Sets,Perfume Gift Sets,,,
Reserve - Warm Cotton,CLEAN RESERVE,Fragrance/Women/Perfume,28.0,3.4 oz/ 101 mL,2785,3.2,205,Fragrance,Women,Perfume,3.4,101,
Classic - Skin,CLEAN RESERVE,Fragrance/Women/Perfume,24.0,1oz/30mL ,9931,4.3898,313,Fragrance,Women,Perfume,,,
Reserve - Citron Fig,CLEAN RESERVE,Fragrance/Women/Perfume,98.0,3.4 oz/ 100 mL,4268,4.5085,59,Fragrance,Women,Perfume,3.4,100,
Reserve - Solar Bloom,CLEAN RESERVE,Fragrance/Women/Perfume,28.0,3.4oz/100mL,2272,4.1905,42,Fragrance,Women,Perfume,,,
Reserve - Acqua Neroli Travel Spray,CLEAN RESERVE,Fragrance/Women/Perfume,28.0,0.33 oz/ 10 mL,4158,4.5294,51,Fragrance,Women,Perfume,0.33,10,
Reserve - Sel Santal,CLEAN RESERVE,Fragrance/Women/Perfume,98.0,3.4 oz/ 100 mL,3369,3.9469,113,Fragrance,Women,Perfume,3.4,100,
Classic - Ornament Layering Trio,CLEAN RESERVE,Fragrance/Women/Perfume,10.0,na,1324,3.6667,6,Fragrance,Women,Perfume,,,
Sparkle & Glow,CLINIQUE,Skincare/Value & Gift Sets,29.5,na,4736,4.9286,14,Skincare,Value & Gift Sets,no info,,,
Moisture Surge 72-Hour Auto-Replenishing Hydrator,CLINIQUE,Skincare/Moisturizers/Moisturizers,12.0,1.7 oz/ 50 mL,66464,4.3302,966,Skincare,Moisturizers,Moisturizers,1.7,50,
Dramatically Different Moisturizing Lotion+,CLINIQUE,Skincare/Moisturizers/Moisturizers,5.0,4.2 oz Pump/ 125 mL,70863,3.8937,1702,Skincare,Moisturizers,Moisturizers,4.2,125,
From Party to PJs,CLINIQUE,Skincare/Value & Gift Sets,15.0,na,4613,5.0,1,Skincare,Value & Gift Sets,no info,,,
Even Better Foundation Makeup Broad Spectrum SPF 15,CLINIQUE,Makeup/Face/Foundation,29.5," - medium, warm-neutral undertones",64950,4.1835,2453,Makeup,Face,Foundation,,,
Dramatically Different Moisturizing Gel,CLINIQUE,Skincare/Moisturizers/Moisturizers,5.0,4.2 oz Pump/ 125 mL,80765,4.4593,3536,Skincare,Moisturizers,Moisturizers,4.2,125,
Take The Day Off Cleansing Balm,CLINIQUE,Skincare/Cleansers/Face Wash & Cleansers,30.0,3.8 oz/ 125 mL,138477,4.5887,3535,Skincare,Cleansers,Face Wash & Cleansers,3.8,125,
All About Eyes™ Rich Eye Cream,CLINIQUE,Skincare/Eye Care/Eye Creams & Treatments,33.0,0.5 oz/ 15 mL,52562,4.1479,1501,Skincare,Eye Care,Eye Creams & Treatments,0.5,15,
Beyond Perfecting Foundation + Concealer,CLINIQUE,Makeup/Face/Foundation,29.5,1 oz/ 30 mL,93875,3.7548,2374,Makeup,Face,Foundation,1,30,
"Take The Day Off Makeup Remover For Lids, Lashes & Lips",CLINIQUE,Makeup/Accessories/Makeup Removers,9.5,4.2 oz/ 125 mL,66861,4.5246,3023,Makeup,Accessories,Makeup Removers,4.2,125,
Even Better Clinical Dark Spot Corrector & Optimizer,CLINIQUE,Skincare/Treatments/Face Serums,38.5,1.7 oz/ 50 mL,7351,2.9839,62,Skincare,Treatments,Face Serums,1.7,50,
Stay-Matte Sheer Pressed Powder,CLINIQUE,Makeup/Face/Foundation,28.5,Stay Buff ,33785,4.3528,1338,Makeup,Face,Foundation,,,
Girls' Night Out Collection,Coal and Canary,Fragrance/Candles & Home Scents,50.0,5 x 3 oz/ 90 mL,888,2.8571,14,Fragrance,Candles & Home Scents,no info,,,
Smokey Eyes & Dreamy Guys,Coal and Canary,Fragrance/Candles & Home Scents,28.0,8 oz/ 240 mL,290,2.7143,7,Fragrance,Candles & Home Scents,no info,8,240,
Top Knots & Tequila Shots,Coal and Canary,Fragrance/Candles & Home Scents,28.0,8 oz/ 240 mL,279,3.4,5,Fragrance,Candles & Home Scents,no info,8,240,
Pink Lips & Limo Trips,Coal and Canary,Fragrance/Candles & Home Scents,28.0,8 oz/ 240 mL,345,5.0,1,Fragrance,Candles & Home Scents,no info,8,240,
Liquid Liner & Late Night Diner,Coal and Canary,Fragrance/Candles & Home Scents,28.0,8 oz/ 240 mL,437,4.25,4,Fragrance,Candles & Home Scents,no info,8,240,
Fake Lashes & Camera Flashes,Coal and Canary,Fragrance/Candles & Home Scents,28.0,8 oz/ 240 mL,346,4.0,4,Fragrance,Candles & Home Scents,no info,8,240,
Cocofloss,Cocofloss,Skincare/Wellness/Holistic Wellness,9.0,32 yd,19364,4.3077,286,Skincare,Wellness,Holistic Wellness,,,
Orris,Commodity,Fragrance/Women/Perfume,81.0,3.4 oz/ 100 mL,1708,4.5,18,Fragrance,Women,Perfume,3.4,100,
Nectar,Commodity,Fragrance/Women/Perfume,15.5,0.33 oz/ 10 mL,3470,4.1905,63,Fragrance,Women,Perfume,0.33,10,
Book Travel Spray,Commodity,Fragrance/Women/Rollerballs & Travel Size,15.5,0.33 oz/ 10 mL,5466,4.0378,238,Fragrance,Women,Rollerballs & Travel Size,0.33,10,
Book,Commodity,Fragrance/Women/Perfume,15.5,0.33 oz/ 10 mL,4919,3.9808,156,Fragrance,Women,Perfume,0.33,10,
Nectar Travel Spray,Commodity,Fragrance/Women/Rollerballs & Travel Size,15.5,0.33 oz/ 10 mL,2691,4.1176,34,Fragrance,Women,Rollerballs & Travel Size,0.33,10,
Vanille Abricot,Comptoir Sud Pacifique,Fragrance/Women/Perfume,42.0,1 oz/ 30 mL,6397,4.485,167,Fragrance,Women,Perfume,1,30,
Vanille Coco,Comptoir Sud Pacifique,Fragrance/Women/Perfume,26.0,1 oz/ 30 mL,5735,4.5814,86,Fragrance,Women,Perfume,1,30,
Vanille Extreme,Comptoir Sud Pacifique,Fragrance/Women/Perfume,20.0,1 oz/ 30 mL,6397,4.3486,175,Fragrance,Women,Perfume,1,30,
Vanille Blackberry,Comptoir Sud Pacifique,Fragrance/Women/Perfume,42.0,3.3 oz/ 100 mL,1571,4.5417,24,Fragrance,Women,Perfume,3.3,100,
Vanille Banane,Comptoir Sud Pacifique,Fragrance/Women/Perfume,42.0,3.4 oz/ 100 mL,1289,4.2,15,Fragrance,Women,Perfume,3.4,100,
Vanille Coco Travel Spray,Comptoir Sud Pacifique,Fragrance/Women/Rollerballs & Travel Size,26.0,0.35 oz/ 10.4 mL,3914,3.8542,48,Fragrance,Women,Rollerballs & Travel Size,0.35,0.4,
Coco Figue,Comptoir Sud Pacifique,Fragrance/Women/Perfume,42.0,1 oz/ 30 mL,1710,4.5455,11,Fragrance,Women,Perfume,1,30,
Vanille Extreme Travel Spray,Comptoir Sud Pacifique,Fragrance/Women/Rollerballs & Travel Size,26.0,0.35 oz/ 10.4 mL,2989,4.2222,27,Fragrance,Women,Rollerballs & Travel Size,0.35,0.4,
Vanille Extreme Rollerball,Comptoir Sud Pacifique,Fragrance/Women/Rollerballs & Travel Size,20.0,0.33 oz/ 10 mL,0,5.0,1,Fragrance,Women,Rollerballs & Travel Size,0.33,10,
Kinetic Smooth Hair Remover & Skin Polisher,Conture,Skincare/High Tech Tools/Anti-Aging,49.0,na,1865,3.1429,7,Skincare,High Tech Tools,Anti-Aging,,,
Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,COOLA,Skincare/Sun Care/Face Sunscreen,46.0,1 oz/ 30 mL,28628,4.5096,677,Skincare,Sun Care,Face Sunscreen,1,30,
Organic Sunless Tan Anti-Aging Face Serum,COOLA,Skincare/Self Tanners/For Face,54.0,1.7 oz/ 50 mL,13177,4.0328,122,Skincare,Self Tanners,For Face,1.7,50,
Mineral Face Matte Tint Sunscreen Moisturizer SPF 30,COOLA,Skincare/Sun Care/Face Sunscreen,36.0,1.7 oz/ 50 mL,14765,4.1343,201,Skincare,Sun Care,Face Sunscreen,1.7,50,
Rōsilliance™ Organic BB+ Cream SPF 30,COOLA,Skincare/Moisturizers/BB & CC Creams,52.0,1.5 oz/ 44 mL,10845,3.8778,180,Skincare,Moisturizers,BB & CC Creams,1.5,44,
Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,Skincare/Sun Care/Face Sunscreen,36.0,1.7 oz/ 50 mL,20864,3.4161,483,Skincare,Sun Care,Face Sunscreen,1.7,50,
Sunless Tan Firming Lotion,COOLA,Skincare/Self Tanners/For Body,46.0,6 fl.oz/ 177 mL,3110,4.4444,18,Skincare,Self Tanners,For Body,,177,
Mineral Sun Silk Crème SPF 30,COOLA,Skincare/Sun Care/Face Sunscreen,42.0,1.5 oz/ 44 mL,5430,3.9,60,Skincare,Sun Care,Face Sunscreen,1.5,44,
Classic Face SPF 30 - Cucumber,COOLA,Skincare/Sun Care/Face Sunscreen,32.0,1.7 oz/ 50 mL,3825,4.3462,52,Skincare,Sun Care,Face Sunscreen,1.7,50,
Sport Continuous Spray SPF 50 - Unscented,COOLA,Skincare/Sun Care/Body Sunscreen,36.0,8 oz/ 236 mL,4143,4.4265,68,Skincare,Sun Care,Body Sunscreen,8,236,
Daydream™ Mineral Primer SPF 30,COOLA,Skincare/Sun Care/Face Sunscreen,42.0,1 oz,8163,4.1985,131,Skincare,Sun Care,Face Sunscreen,1,,
Sunless Tan Express Sculpting Mousse,COOLA,Skincare/Self Tanners/For Body,48.0,7 oz/ 207 mL,2429,4.2174,23,Skincare,Self Tanners,For Body,7,207,
Gradual Sunless Tan Anti-Aging Face Serum and Dry Oil Mist,COOLA,Mini Size/Skincare,24.0,na,8230,4.0278,36,Mini Size,Skincare,no info,,,
Power Play Foundation,COVER FX,Makeup/Face/Foundation,44.0,1.18 oz/ 35 mL,55078,4.1026,1491,Makeup,Face,Foundation,1.18,35,
Power Play Concealer,COVER FX,Makeup/Face/Concealer,30.0,0.33 oz/ 10 mL,36041,4.2989,358,Makeup,Face,Concealer,0.33,10,
